,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
57,30.29,86.62,11.1,39.94,24.36,36.13,18.65,22.29,60.61,25.45,43.77,34.83,44.22,45.6,26.23,49.2,46.8,15.26,88.48,49.5,63.08,24.26,62.34,44.29,44.15,46.4,34.73,59.63,26.61,74.54,24.26,38.18,22.88,20.06,87.95,1.79,19.97,64.44,32.65,42.36,6.7,25.06,31.56,9.32,22.71,45.05,32.65,25.11,42.87,50.93,27.36,31.56,55.33,32.96,50.66,47.93,0.0,8.57,13.22,32.46,53.41,25.52,9.11,87.65,33.78,29.47,14.22,18.8,20.37,67.79,20.4,36.39,46.65,46.1,43.49,52.19,17.96,20.06,38.76,61.27,11.82,19.19,24.66,16.76,66.33,29.49
58,29.73,71.64,16.72,45.56,32.76,35.57,21.56,25.2,60.04,29.12,43.21,40.46,43.66,45.03,29.74,48.64,52.43,21.42,73.51,48.93,48.11,22.91,64.53,43.72,43.58,52.03,34.16,59.06,26.04,59.57,22.91,37.61,25.62,17.73,72.98,10.18,22.71,49.47,38.28,41.79,13.09,33.46,31.0,15.47,19.33,30.08,38.28,22.02,48.49,50.36,19.5,31.0,60.96,32.4,50.1,47.36,8.46,0.0,17.09,31.89,52.84,29.19,1.9,72.68,33.22,28.91,12.6,21.71,28.77,67.22,23.32,35.82,32.34,31.13,42.93,53.41,20.7,17.73,38.19,46.3,4.06,11.42,17.65,19.5,51.36,28.92
59,40.38,85.8,14.35,43.97,32.37,46.22,28.73,32.37,70.7,33.46,53.86,38.87,54.31,55.68,34.24,59.29,50.83,7.77,87.66,59.58,62.26,34.34,78.69,54.38,54.24,50.43,44.81,69.72,36.69,73.72,34.34,48.27,34.17,30.14,87.14,11.75,31.26,63.62,36.68,52.45,6.81,33.07,41.65,4.21,32.8,44.24,36.69,35.2,46.9,61.02,37.45,41.65,59.37,43.05,60.75,58.01,12.37,17.07,0.0,42.54,63.49,33.53,17.61,86.83,43.87,39.56,24.31,28.88,28.38,77.88,30.49,46.48,46.5,45.28,53.58,62.27,29.51,30.14,48.85,60.46,20.33,25.58,30.07,28.31,65.52,39.58
60,4.2,40.79,41.71,35.35,31.04,4.7,21.73,13.55,23.79,30.17,19.37,41.78,19.82,14.52,28.12,17.37,32.4,48.11,42.65,16.91,27.24,12.92,31.27,19.89,19.74,45.79,4.62,28.43,8.56,28.71,12.92,8.11,25.42,20.12,39.15,33.51,25.3,23.2,63.26,11.29,39.78,30.83,2.31,42.17,21.72,17.84,63.26,14.35,42.77,19.85,25.56,2.31,40.94,5.13,19.59,18.74,33.44,33.31,43.83,0.0,22.2,30.24,39.93,38.84,2.98,4.52,21.42,21.61,28.46,27.49,11.61,4.96,17.46,18.13,19.09,21.11,21.92,20.12,10.65,21.92,39.72,31.49,39.49,27.96,25.09,4.63
61,22.34,16.4,61.73,43.99,45.61,18.74,41.75,30.56,14.18,42.55,26.14,52.3,26.59,14.52,42.31,13.28,41.18,68.14,16.92,12.81,30.95,28.4,19.48,28.66,26.52,49.02,19.56,6.22,28.88,13.06,28.4,12.78,45.74,40.14,16.94,53.54,45.62,27.06,59.3,17.24,59.81,45.4,20.11,62.19,41.75,33.33,83.29,29.83,51.55,15.12,33.64,20.11,49.6,21.89,16.07,22.73,53.47,53.34,63.86,22.16,0.0,42.62,59.95,16.64,21.14,22.66,41.45,41.64,48.77,13.84,31.93,19.01,32.95,33.62,25.86,21.55,47.85,40.14,24.7,29.57,59.75,51.52,59.52,51.64,28.95,22.76
62,26.59,68.46,20.33,5.48,1.92,24.58,14.85,22.27,38.23,0.22,17.2,12.67,17.2,42.19,0.92,29.54,12.34,31.35,59.05,29.83,50.99,24.24,58.94,13.99,17.3,16.68,31.32,48.36,22.84,56.38,24.24,30.17,4.68,22.25,59.48,23.29,6.34,50.87,20.78,38.95,26.56,1.72,27.86,29.06,24.47,32.86,27.64,25.1,18.32,47.52,27.34,27.86,20.88,29.56,47.26,44.52,24.29,32.24,33.32,28.76,42.13,0.0,32.77,59.27,27.56,25.77,23.73,14.91,9.5,44.11,20.39,24.14,43.24,43.9,17.33,48.78,11.64,22.25,22.69,47.69,35.49,37.36,45.36,9.87,52.76,23.8
63,36.45,69.74,17.46,46.3,33.49,42.29,25.6,29.24,66.76,34.58,49.93,41.19,50.38,51.75,35.36,55.36,53.16,22.15,71.6,55.65,46.2,29.63,62.63,50.45,50.3,52.76,40.88,70.29,32.76,57.66,29.63,44.33,28.78,24.45,71.08,10.92,25.87,47.56,39.01,48.52,13.82,34.19,37.72,16.21,26.05,28.18,39.01,30.49,49.22,55.78,25.71,37.72,61.69,39.12,54.68,44.94,9.19,1.35,17.82,38.61,59.56,34.65,0.0,70.77,39.94,35.63,15.75,25.75,29.5,73.95,27.36,42.54,30.44,29.22,49.65,51.5,23.85,24.45,44.91,44.4,2.16,9.52,16.31,22.65,49.46,35.64
64,38.98,1.54,96.39,60.63,62.25,35.38,58.39,47.2,25.28,59.19,42.78,68.94,43.23,28.31,58.95,29.92,57.82,101.08,0.82,29.45,30.16,45.04,17.44,45.3,43.16,65.66,36.21,10.42,45.52,13.51,45.04,29.42,62.38,56.79,0.31,70.18,62.26,26.27,117.95,32.06,92.75,62.05,36.75,95.14,58.39,54.18,117.95,48.18,68.19,25.45,60.86,36.75,66.24,38.53,24.35,31.76,88.13,72.84,96.75,38.8,16.64,59.26,71.49,0.0,37.78,39.3,70.54,58.28,65.41,19.2,48.57,35.65,39.86,42.08,42.5,20.76,64.5,56.79,41.35,28.78,71.29,63.06,67.08,68.28,28.16,39.41
65,5.16,37.53,42.67,31.81,28.47,3.16,22.68,14.51,22.72,26.83,17.82,39.21,18.28,14.46,26.58,16.3,30.86,49.07,38.05,15.83,27.18,13.88,31.21,18.34,18.2,38.7,5.58,27.35,9.52,28.66,13.88,7.04,23.49,21.08,38.07,34.47,25.77,23.14,47.32,11.23,40.74,28.27,3.21,43.13,22.68,18.8,64.22,15.31,41.23,19.8,26.52,3.21,39.4,6.09,19.53,20.58,34.4,34.27,44.79,1.91,21.13,26.9,40.89,37.77,0.0,5.48,22.38,22.57,28.93,26.41,12.57,3.42,18.42,19.09,17.54,21.05,22.88,21.08,9.11,23.03,40.68,32.45,40.45,29.3,25.04,5.59
66,0.52,41.05,37.84,31.48,27.17,7.45,17.86,9.69,25.17,26.3,28.0,37.91,28.45,14.78,26.92,18.76,41.04,44.24,42.91,18.29,27.5,13.37,31.53,28.52,28.38,41.92,4.88,28.81,4.69,28.97,13.37,9.5,21.56,16.25,42.39,29.64,21.43,23.45,59.39,11.54,35.91,26.96,2.88,38.3,17.85,18.09,59.4,11.02,43.56,20.11,21.69,2.88,49.57,8.88,19.84,19.0,29.57,29.45,39.96,3.77,22.59,26.37,36.06,42.08,5.1,0.0,17.55,17.74,24.59,28.87,7.74,7.7,17.72,18.38,27.72,21.37,18.05,16.25,22.99,22.17,35.85,27.62,35.63,24.09,25.35,1.89
67,20.59,68.66,22.3,28.66,24.35,26.43,9.25,10.59,50.9,23.49,34.06,36.25,34.51,35.89,24.1,39.5,35.53,28.7,70.52,39.79,45.12,12.56,61.54,34.58,34.44,40.69,25.02,49.92,16.9,56.58,12.56,28.47,18.74,6.81,69.99,14.1,18.08,46.48,43.85,32.65,20.37,24.15,21.86,22.76,9.47,27.1,43.86,13.42,42.33,41.22,14.03,21.86,44.06,23.26,40.95,38.22,14.03,14.72,24.42,22.75,43.7,23.55,15.26,69.69,24.08,19.76,0.0,9.4,20.49,58.08,8.71,26.68,29.36,28.14,33.78,42.48,15.09,6.81,29.05,43.32,17.97,10.52,15.03,14.87,48.37,19.78
68,13.1,59.39,26.54,20.12,15.81,15.72,0.11,7.79,48.13,14.94,21.26,26.55,21.26,33.12,15.56,36.72,26.98,32.95,61.25,37.02,52.39,9.76,49.86,19.95,21.36,30.57,22.25,47.15,7.99,47.31,9.76,20.98,10.2,7.77,60.72,18.35,10.07,41.79,34.66,29.88,24.62,15.6,14.37,27.0,9.99,18.38,48.1,10.62,32.2,38.45,12.86,14.37,35.52,20.48,38.18,35.45,18.28,24.13,28.67,15.26,40.93,15.01,24.67,60.42,16.59,12.28,8.86,0.0,13.23,40.36,5.91,15.54,34.17,35.41,21.39,39.71,6.54,7.77,26.28,50.59,27.39,22.88,30.88,11.09,43.69,11.74
69,25.0,66.87,16.42,14.74,8.65,25.97,13.26,20.67,41.8,9.56,24.45,17.7,24.45,40.6,10.18,33.1,21.61,27.44,68.73,33.39,49.4,22.64,57.34,22.51,24.54,21.72,29.73,54.63,21.24,54.79,22.64,31.56,6.07,20.66,68.2,19.37,3.18,49.27,21.54,37.36,22.65,9.34,26.27,25.15,22.87,31.27,26.79,23.5,23.35,45.93,25.75,26.27,30.14,27.96,45.66,42.93,20.38,28.33,29.4,27.16,48.41,9.63,28.86,67.9,28.49,24.18,20.56,13.31,0.0,47.67,18.79,25.53,41.65,42.31,24.58,47.19,9.2,20.66,23.49,46.1,31.58,35.77,44.42,5.93,51.17,22.21
70,28.67,19.75,76.51,45.61,47.23,25.31,56.53,38.03,7.84,44.17,27.76,53.92,28.21,28.4,43.93,14.9,42.8,82.91,19.8,15.19,40.56,39.12,29.29,30.28,28.14,50.64,30.28,10.47,33.03,22.88,39.12,19.36,42.25,54.92,19.35,68.31,44.53,36.67,60.92,28.54,74.58,47.03,26.72,76.97,56.52,44.04,72.95,40.55,53.17,27.97,44.36,26.72,51.23,32.61,28.92,42.16,68.24,68.12,78.63,27.99,13.88,44.24,74.73,19.14,26.43,28.99,56.22,56.41,47.69,0.0,36.08,25.58,43.67,44.33,27.48,31.16,47.14,54.92,28.82,39.18,74.52,66.29,74.3,48.06,38.56,29.1
71,8.81,50.68,28.98,25.61,21.3,14.65,5.93,1.97,46.42,20.43,29.59,32.04,30.04,24.41,21.05,35.02,32.47,35.38,52.54,35.31,50.52,3.94,41.15,30.11,29.96,36.05,13.54,38.44,3.23,38.6,3.94,16.69,15.68,6.07,52.01,20.79,15.56,33.08,50.53,21.17,27.05,21.09,10.08,29.44,4.17,12.56,50.54,4.8,37.69,29.74,7.04,10.08,41.0,11.77,29.47,26.74,20.72,26.57,31.11,10.97,32.22,20.5,27.11,51.71,12.3,8.32,8.72,5.82,18.72,36.07,0.0,15.95,16.66,16.83,29.31,31.0,12.03,6.07,24.58,29.91,29.23,21.01,29.01,16.57,34.98,8.0
72,7.53,35.15,52.05,28.4,25.06,0.44,15.59,15.69,20.33,23.41,14.41,35.8,14.86,16.24,23.17,11.34,27.45,58.45,35.67,11.64,28.96,19.37,32.99,14.93,14.79,35.28,7.95,24.98,10.7,30.43,19.37,6.03,20.08,30.46,35.7,43.85,22.35,24.92,43.91,13.01,50.12,24.85,5.58,52.51,32.06,21.17,50.77,20.8,37.81,21.58,35.9,5.58,35.98,8.46,21.31,22.36,43.78,43.65,54.17,4.97,18.75,23.48,50.27,35.39,3.42,7.86,31.76,15.48,25.51,25.35,13.75,0.0,20.8,21.46,14.13,22.83,20.18,30.46,5.7,24.81,50.06,41.83,49.83,25.88,26.81,7.16
73,18.78,39.4,55.26,50.28,45.96,22.0,36.37,18.1,40.74,45.1,46.51,56.7,46.96,22.26,45.72,34.32,59.55,59.96,41.26,33.85,15.86,16.6,32.29,47.03,46.89,60.72,15.85,39.95,23.49,27.32,16.6,25.06,40.35,34.76,40.74,48.15,40.23,17.22,76.82,18.45,51.63,45.76,16.55,54.01,20.16,7.37,76.82,15.0,69.91,25.44,19.73,16.55,68.08,16.49,24.34,9.48,47.0,31.72,55.63,18.6,34.53,45.17,30.37,40.43,19.65,19.1,29.41,36.25,43.38,50.3,19.73,22.25,0.0,0.66,46.23,21.16,42.47,34.76,41.5,11.75,30.16,21.93,25.96,46.25,19.12,19.21
74,19.1,40.14,54.6,50.6,46.29,22.32,36.69,18.43,41.06,45.42,46.83,57.03,47.28,22.58,46.04,34.64,59.87,59.3,42.0,34.17,16.6,16.92,33.03,47.35,47.21,61.04,16.17,40.69,23.81,28.06,16.92,25.38,40.67,35.08,41.48,48.06,40.55,14.26,76.16,18.77,50.97,46.08,16.87,53.35,20.48,7.69,76.16,15.33,70.23,26.17,19.07,16.87,68.4,16.81,25.08,9.69,46.34,31.05,54.97,18.92,34.85,45.49,29.71,41.17,19.98,19.42,28.75,36.57,43.71,51.04,20.05,22.57,1.22,0.0,46.55,21.9,42.79,35.08,41.82,11.97,29.5,21.27,25.29,46.57,19.85,19.53
75,28.86,42.55,53.64,19.14,19.4,15.24,21.78,33.22,20.69,17.7,0.37,27.45,0.82,31.9,17.45,13.57,16.33,60.04,43.08,13.86,45.35,36.02,45.64,3.81,0.75,24.16,33.3,32.38,25.18,39.21,36.02,22.5,19.57,32.05,43.5,45.45,21.85,41.31,34.45,40.93,51.71,19.2,30.13,54.1,33.65,45.59,45.12,36.04,26.69,34.71,37.5,30.13,24.26,31.53,35.66,46.49,45.38,45.25,55.76,31.03,26.16,17.77,51.86,43.3,18.22,28.04,33.35,21.83,25.01,28.13,31.33,14.79,45.22,45.88,0.0,39.22,24.47,32.05,9.2,49.67,51.65,43.43,51.43,25.38,43.2,28.06
76,21.07,19.71,60.46,54.39,50.08,22.7,40.48,29.29,34.9,49.21,50.63,60.82,51.08,7.57,49.83,26.05,63.66,66.87,21.57,25.58,12.04,27.13,10.18,51.15,51.0,64.84,18.29,20.26,27.61,7.63,27.13,19.72,44.47,38.88,21.04,52.27,44.35,8.15,82.02,11.33,58.54,49.88,18.84,60.92,40.48,23.39,82.02,27.44,74.03,4.71,42.73,18.84,72.2,20.62,3.61,13.64,52.2,54.72,62.59,20.89,20.39,49.28,53.37,20.74,21.06,21.39,40.18,40.37,47.5,30.61,30.66,22.95,21.74,23.95,50.35,0.0,46.58,38.88,28.65,10.66,53.16,44.94,48.96,50.37,8.84,21.5
77,18.5,60.37,19.26,16.81,12.49,20.35,6.55,13.96,41.17,11.63,23.82,23.23,23.83,34.1,12.25,32.48,23.67,30.28,62.23,32.77,58.57,15.93,50.85,22.51,23.92,27.25,23.23,48.13,13.4,48.29,15.93,25.94,6.88,13.95,61.71,17.83,6.04,42.77,29.11,30.86,25.49,12.29,19.77,27.99,16.16,24.55,34.36,16.79,28.89,39.43,19.03,19.77,32.2,21.46,39.16,36.43,17.84,22.82,29.8,20.66,41.91,11.7,23.36,61.4,21.99,17.68,13.94,6.6,9.2,47.04,12.08,20.17,35.15,41.59,23.95,40.69,0.0,13.95,22.22,56.76,26.07,29.05,37.05,4.54,44.67,17.14
78,15.77,69.07,28.32,27.35,23.04,21.61,7.68,5.73,46.08,22.17,29.24,33.78,29.69,31.07,22.79,34.68,42.28,34.72,70.93,34.97,45.53,6.51,47.82,29.76,29.62,37.8,20.2,45.1,12.08,56.99,6.51,23.65,17.43,0.0,70.41,20.13,17.31,46.89,49.87,27.83,26.39,22.84,17.04,28.78,2.77,13.94,49.88,7.37,39.44,36.4,6.77,17.04,50.82,18.44,36.13,33.4,20.06,17.84,30.44,17.93,38.88,22.24,24.45,70.1,19.26,14.94,6.77,7.56,20.46,53.26,6.11,21.86,18.03,28.55,28.96,37.66,13.78,0.0,24.23,43.73,24.24,16.02,24.02,18.33,48.79,14.96
79,22.36,40.75,47.14,25.35,22.1,6.04,27.16,26.71,26.87,23.27,9.5,33.66,9.95,21.84,23.03,14.93,22.54,53.54,41.27,15.23,34.56,29.51,38.59,10.02,9.88,30.37,26.79,30.58,18.67,36.03,29.51,11.63,17.12,25.55,41.29,38.94,19.4,30.52,40.66,18.61,45.21,21.89,11.18,47.6,27.15,39.08,68.69,29.54,32.9,27.17,30.99,11.18,31.07,25.03,26.91,39.99,38.87,38.74,49.26,10.57,24.35,23.34,45.36,40.99,9.02,21.54,26.85,27.04,22.56,29.5,24.83,5.6,38.71,39.37,9.22,28.43,21.36,25.55,0.0,30.41,45.15,36.92,44.92,22.93,32.41,21.55
80,21.8,28.06,70.59,53.29,48.98,24.74,39.38,26.79,43.25,48.12,49.53,59.72,49.98,9.68,48.73,28.15,62.56,75.28,29.92,27.69,3.57,22.23,20.95,50.05,49.9,63.74,18.87,28.61,26.51,15.98,22.23,21.82,43.37,37.78,29.39,64.05,43.25,2.57,92.14,13.36,66.95,48.78,19.57,69.34,39.8,16.46,92.15,23.69,72.93,12.27,35.05,19.57,71.1,19.51,13.0,3.25,62.33,47.04,70.95,21.62,28.75,48.18,45.69,29.09,23.1,22.12,44.73,39.27,46.4,38.96,29.56,24.99,11.35,12.01,49.25,9.82,45.49,37.78,30.69,0.0,45.48,37.26,41.28,49.27,6.1,22.23
81,36.28,69.57,19.94,48.78,35.97,42.12,28.08,30.89,66.6,37.06,49.76,43.68,50.21,51.58,37.84,55.19,55.64,24.63,71.44,55.48,46.03,29.46,62.46,50.28,50.14,55.24,40.71,70.13,32.59,57.5,29.46,44.17,31.26,24.28,70.91,13.4,28.35,47.4,41.49,48.35,16.3,36.67,37.55,18.69,25.88,28.01,41.5,30.32,51.71,55.61,25.54,37.55,64.18,38.95,54.51,44.78,11.67,3.48,20.3,38.44,59.39,37.13,2.13,70.61,39.77,35.46,17.79,28.24,31.98,73.78,28.95,42.38,30.27,29.05,49.48,51.34,26.34,24.28,44.75,44.23,0.0,9.35,13.79,25.14,49.29,35.48
82,28.11,61.4,27.28,42.02,37.7,33.95,22.34,22.72,58.43,36.84,41.59,51.02,42.04,43.41,37.46,47.02,54.63,31.97,63.27,47.32,37.87,21.29,54.29,42.11,41.97,62.58,32.54,61.96,24.42,49.33,21.29,36.0,32.09,16.11,62.74,20.74,31.97,39.23,48.83,40.18,23.64,37.5,29.38,26.03,17.72,19.84,48.84,22.15,59.05,47.44,17.37,29.38,63.16,30.78,46.34,36.61,19.02,10.82,25.76,30.27,51.22,36.91,9.47,62.44,31.6,27.29,10.44,22.23,35.13,65.61,20.78,34.21,22.1,20.89,41.31,43.17,28.44,16.11,36.58,36.06,9.26,0.0,5.29,25.98,41.12,27.31
83,35.95,65.51,33.48,49.86,45.54,41.79,30.18,30.56,66.27,44.68,49.43,57.22,49.88,51.25,45.3,54.86,62.47,38.17,67.37,55.16,41.97,29.13,58.39,49.95,49.81,68.78,40.38,66.06,32.26,53.43,29.13,43.84,39.93,23.95,66.84,26.94,39.81,43.33,55.03,48.02,29.84,45.34,37.22,32.23,25.56,23.95,55.04,29.99,65.25,51.54,21.47,37.22,71.0,38.62,50.44,40.71,25.21,17.92,33.84,38.11,59.06,44.75,17.12,66.54,39.44,35.13,14.92,30.07,42.97,73.45,28.62,42.05,26.21,24.99,49.15,47.27,36.28,23.95,44.42,40.17,14.64,5.26,0.0,30.46,45.22,35.15
84,24.51,69.91,18.03,15.15,10.84,26.38,11.09,20.33,42.21,9.97,24.86,22.83,24.86,43.64,10.59,33.51,22.02,29.04,71.77,33.8,60.5,22.3,60.38,22.92,24.95,25.6,32.77,57.67,20.75,57.83,22.3,31.97,6.48,18.46,71.24,16.6,3.57,52.31,24.9,40.4,24.26,10.64,25.77,26.76,21.11,30.92,30.15,23.15,27.24,48.97,25.4,25.77,30.55,31.0,48.7,45.97,16.6,21.58,28.57,26.67,51.45,10.04,22.12,70.94,28.0,23.68,14.92,11.15,5.97,48.08,18.44,25.94,44.69,43.52,24.99,50.23,4.54,18.46,23.9,49.14,24.84,25.92,30.43,0.0,54.21,21.72
85,25.12,27.61,75.09,58.44,54.13,26.75,44.53,33.34,42.81,53.26,54.68,64.87,55.13,11.69,53.88,30.16,67.71,79.78,29.47,29.7,5.41,31.18,15.31,55.2,55.05,68.89,22.34,28.16,31.66,15.53,31.18,23.83,48.52,42.93,28.95,68.55,48.4,4.81,96.64,15.38,71.45,53.93,22.89,73.84,44.3,32.88,96.64,30.38,78.08,13.16,39.55,22.89,76.25,24.67,12.06,10.45,66.82,51.54,75.45,24.94,28.3,53.33,50.19,28.64,25.11,25.44,49.23,44.42,51.55,38.51,34.71,27.0,18.56,20.77,54.4,8.88,50.63,42.93,32.7,7.48,49.98,41.75,45.78,54.42,0.0,25.55
86,1.63,41.09,39.14,29.16,24.85,6.87,11.76,10.98,25.22,23.98,29.3,35.59,29.75,14.82,24.6,18.81,42.34,45.54,42.96,18.34,27.54,14.66,31.57,29.82,29.68,39.6,4.92,28.86,5.99,29.02,14.66,9.54,19.24,17.55,42.43,30.94,19.11,23.5,60.69,11.59,37.21,24.64,2.92,39.6,19.15,18.14,60.69,16.09,41.24,20.16,22.99,2.92,50.87,5.43,19.89,19.05,30.87,30.75,41.26,3.82,22.63,24.05,37.36,42.13,5.15,1.95,18.85,11.65,22.27,28.92,9.04,7.11,17.77,18.43,29.02,21.41,17.09,17.55,12.8,22.22,37.15,28.92,36.93,21.77,25.39,0.0